"Nom";"Prénom";"Date_depot";"Version";"Type_mandat";"Mandat";"Section";"Description";"Détails";"Valeur";"ver"
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"scidto";"[données non publiées]";"19.0";10000;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"scidto";"[données non publiées]";"0.25";10000;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"valeursenboursedto";"détention directe";"";5100;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"assuranceviedto";"credit agricole prédissime";"";42760;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"assuranceviedto";"sma vie";"";6271;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"comptesbancairedto";"compte chéque";"banque populaire";8063;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"comptesbancairedto";"cel";"banque populaire";2796;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"comptesbancairedto";"compte courant";"banque postale";148;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"comptesbancairedto";"livret a";"banque postale";10622;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"autrebiendto";"sci [données non publiées]";"compte courant d'associé";192000;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"bienetrangerdto";"compte chéque";"";593;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"bienetrangerdto";"maison secondaire";"residence secondaire [données non publiées]";138000;4
"darrieussecq";"geneviève";2017-08-18;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"passifdto";"pret immobilier";"credit agricole [données non publiées]";39558;4
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"immeubledto";"maison individuelle";"200";385000;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"immeubledto";"maison individuelle";"150";60000;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"scidto";"[données non publiées]";"40.0";41400;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"scidto";"[données non publiées]";"19.0";54868;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"scidto";"[données non publiées]";"0.25";10000;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"valeursenboursedto";"détention directe";"";5100;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"assuranceviedto";"credit agricole prédissime";"";42760;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"assuranceviedto";"sma vie";"";6271;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"comptesbancairedto";"compte chéque";"banque populaire";8063;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"comptesbancairedto";"cel";"banque populaire";2796;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"comptesbancairedto";"compte courant";"banque postale";148;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"comptesbancairedto";"livret a";"banque postale";10622;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"autrebiendto";"sci [données non publiées]";"compte courant d'associé";192000;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"bienetrangerdto";"compte chéque";"";593;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"bienetrangerdto";"maison secondaire";"residence secondaire [données non publiées]";138000;3
"darrieussecq";"geneviève";2017-12-04;"na";"membre du gouvernement";"secrétaire d'etat auprès de la ministre des armées";"passifdto";"pret immobilier";"credit agricole [données non publiées]";114897;3
"denormandie";"julien";2017-08-21;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"immeubledto";"appartement";"99";850000;2
"denormandie";"julien";2017-08-21;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"valeursnonenboursedto";"well cut (anciennement thank you motion)";"";17660;2
"denormandie";"julien";2017-08-21;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"valeursenboursedto";"compte titre";"";2166;2
"denormandie";"julien";2017-08-21;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"comptesbancairedto";"compte courant";"caisse d'epargne";7564;2
"denormandie";"julien";2017-08-21;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"comptesbancairedto";"livret a";"caisse d epargne";10049;2
"denormandie";"julien";2017-08-21;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"comptesbancairedto";"compte d'épargne";"caisse d'epargne";14693;2
"denormandie";"julien";2017-08-21;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"comptesbancairedto";"ldd";"caisse d'epargne";12191;2
"denormandie";"julien";2017-08-21;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"comptesbancairedto";"compte d'épargne";"caisse d'epargne";230;2
"denormandie";"julien";2017-08-21;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"comptesbancairedto";"compte courant";"la banque postale";13604;2
"denormandie";"julien";2017-08-21;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"vehiculedto";"terrestre à moteur";"";6500;2
"denormandie";"julien";2017-08-21;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"passifdto";"prêt logement";"agence française de développement";262800;2
"denormandie";"julien";2017-11-27;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"immeubledto";"appartement";"99";425000;1
"denormandie";"julien";2017-11-27;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"valeursenboursedto";"compte titre";"";2166;1
"denormandie";"julien";2017-11-27;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"comptesbancairedto";"compte courant";"caisse d'epargne";7564;1
"denormandie";"julien";2017-11-27;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"comptesbancairedto";"livret a";"caisse d epargne";10049;1
"denormandie";"julien";2017-11-27;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"comptesbancairedto";"compte d'épargne";"caisse d'epargne";14693;1
"denormandie";"julien";2017-11-27;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"comptesbancairedto";"ldd";"caisse d'epargne";12191;1
"denormandie";"julien";2017-11-27;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"comptesbancairedto";"compte d'épargne";"caisse d'epargne";230;1
"denormandie";"julien";2017-11-27;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"comptesbancairedto";"compte courant";"la banque postale";13604;1
"denormandie";"julien";2017-11-27;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"vehiculedto";"terrestre à moteur";"";6500;1
"denormandie";"julien";2017-11-27;"na";"membre du gouvernement";"secrétaire d'etat auprès du ministre de la cohésion des territoires";"passifdto";"prêt logement";"agence française de développement";128972;1
"dussopt";"olivier";2018-01-21;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"immeubledto";"appartement";"150";250000;3
"dussopt";"olivier";2018-01-21;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"immeubledto";"maison individuelle";"126";37000;3
"dussopt";"olivier";2018-01-21;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"valeursenboursedto";"compte titre";"";65620;3
"dussopt";"olivier";2018-01-21;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"assuranceviedto";"caisse d'epargne";"";192727;3
"dussopt";"olivier";2018-01-21;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"comptesbancairedto";"compte courant";"caisse d'epargne";15962;3
"dussopt";"olivier";2018-01-21;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"comptesbancairedto";"livret a";"caisse d'epargne";23477;3
"dussopt";"olivier";2018-01-21;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"comptesbancairedto";"ldd";"caisse d'epargne";12286;3
"dussopt";"olivier";2018-01-21;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"comptesbancairedto";"pel";"caisse d'epargne";61174;3
"dussopt";"olivier";2018-01-21;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"vehiculedto";"terrestre à moteur";"";13500;3
"dussopt";"olivier";2018-01-21;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"passifdto";"pret logement";"caisse d'epargne";117573;3
"dussopt";"olivier";2018-01-21;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"passifdto";"pret bancaire";"caisse d'epargne";25000;3
"dussopt";"olivier";2018-02-16;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"immeubledto";"appartement";"150";250000;2
"dussopt";"olivier";2018-02-16;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"immeubledto";"maison individuelle";"126";37000;2
"dussopt";"olivier";2018-02-16;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"valeursenboursedto";"compte titre";"";65620;2
"dussopt";"olivier";2018-02-16;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"assuranceviedto";"caisse d'epargne";"";192727;2
"dussopt";"olivier";2018-02-16;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"comptesbancairedto";"compte courant";"caisse d'epargne";15962;2
"dussopt";"olivier";2018-02-16;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"comptesbancairedto";"livret a";"caisse d'epargne";23477;2
"dussopt";"olivier";2018-02-16;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"comptesbancairedto";"ldd";"caisse d'epargne";12286;2
"dussopt";"olivier";2018-02-16;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"comptesbancairedto";"pel";"caisse d'epargne";61174;2
"dussopt";"olivier";2018-02-16;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"vehiculedto";"terrestre à moteur";"";13500;2
"dussopt";"olivier";2018-02-16;"0";"membre du gouvernement";"secrétaire d'état auprès du ministre de l'action et des comptes publics";"passifdto";"pret logement";"caisse d'epargne";112737;2
"colovic-flessel";"laura";2017-07-14;"na";"membre du gouvernement";"ministre des sports";"immeubledto";"maison individuelle";"155";420000;1
"colovic-flessel";"laura";2017-07-14;"na";"membre du gouvernement";"ministre des sports";"immeubledto";"maison individuelle";"73";186242;1
"colovic-flessel";"laura";2017-07-14;"na";"membre du gouvernement";"ministre des sports";"valeursnonenboursedto";"xtreme group";"";2500;1
"colovic-flessel";"laura";2017-07-14;"na";"membre du gouvernement";"ministre des sports";"valeursnonenboursedto";"flessel & co";"";35000;1
"colovic-flessel";"laura";2017-07-14;"na";"membre du gouvernement";"ministre des sports";"valeursenboursedto";"compte titre";"";452;1
"colovic-flessel";"laura";2017-07-14;"na";"membre du gouvernement";"ministre des sports";"valeursenboursedto";"compte titre";"";90;1
"colovic-flessel";"laura";2017-07-14;"na";"membre du gouvernement";"ministre des sports";"assuranceviedto";"prépar-vie";"";2918;1
"colovic-flessel";"laura";2017-07-14;"na";"membre du gouvernement";"ministre des sports";"assuranceviedto";"prépar-vie";"";33564;1
"colovic-flessel";"laura";2017-07-14;"na";"membre du gouvernement";"ministre des sports";"assuranceviedto";"prépar-vie";"";2918;1
